text,spam
"Subject: yyyy , do you know the hgh differences ?  hello , jm @ netnoteinc . comhuman growth hormone therapy  lose weight while building lean muscle massand reversing the ravages of aging all at once .  remarkable discoveries about human growth hormones ( hgh ) are changing the way we think about aging and weight loss .  lose weightbuild muscle tonereverse aging  increased libidoduration of penile erectionhealthier bones  improved memoryimproved skinnew hair growthwrinkle disappearance visit  our web site and learn the facts : click hereyou are receiving this email as a subscr - in amerig lisve yoursts , just click here",1
"Subject: make big money with foreclosed real estate in your area  trinity consulting 1730 redhill ave . , ste . 135 irvine , ca 92606 this e - mail message is an advertisement and / or solicitation . ",1
"Subject: are you ready to get it ?  hello !  viagra is the # 1 med to struggle with mens ' erectile dysfunction .  like one jokes sais , it is stronq enouqh for a man , but made for a woman ; - )  orderinq viaqra online is a very convinient , fast and secure way !  millions of people do it daily to save their privacy and money  order here . . . ",1
"Subject: letter from : daniel kabila  letter from : daniel kabila  investment offer .  dear ,  in appreciation of your esteemed contact received through a reliable source  and the choice of your country i wish to introduce myself , i am daniel kabila  the son of the late drc president laurent desire kabila of the blessed memory .  i know this letter might come to you as a surprise but i honestly do not  intend to surprise you . i write this letter in respect of my intention to  invest the sum of us $ 12 m ( twelve million united state dollars ) with you . i  inherited this money from my mother . this money was got through the smuggling  and sales of diamond and timber when my father was the head of state . my  mother though not her legal wife used her privilege position to engage in  the  business of diamond and timber since she knows that her survival will depend  on how much she can get out of the privilege situation .  when my father was assassinated on 16 th jan . 01 by one of his bodyguards  lt . rashidi kasereke through the conspiracy of some top army officers that  wanted to topple him i escaped to sa because of the fear that i might be  arrested by my half brother lt . general joseph kabila the present head of  state . actually his mother and my mother are not in the best of relationship  because of who among them will be the first lady tussle and this ultimately  affected us their children . considering the relationship between sa and my  country ' s new government , my mother advised me to leave for sa for security  reason , while the funds were deposited with a security company abroad .  on getting to there where i have been living since then as a political refugee  i am seeking for a reliable foreigner who can assist me in moving this money  out for safe banking and profitable investment . honestly i contacted you  because i don ' t want to invest this money in here due to my status here as  a  political refugee . and moreover i wouldn ' t want to take risk because this  money is all that i and my mother is depending on because my half brother  has  seized all my father ' s assets and money and left i and my mother empty handed  without knowing about this funds deposited at the security company in abroad  so that is why i decided that investing this money abroad should be the best  investment for me . i will be honored if i can be given the privilege of  investing this money with your help .  in view of this plight , i expect you to be trustworthy and kind enough to  respond to this distress call to save my mother and i from a hopeless future .  and if you agree , i hereby agree to compensate your sincere and candid effort  in this regard with 15 % of the total money and annual 5 % of the after  tax returns on investment for the first three years . thereafter , the term  shall be varied . 5 % for expenses , which may arise during the transaction (  fax  and phone bills inclusive ) . when the money is moved into your discrete  account , you will be allowed to draw 15 % in your favor , while the remaining  80 % will be invested meaningfully for our future if possible in your area  of  business and deterrents sectors of the economy in your country which are  dividends yielding .  whatever your decision is please reach me immediately through my email , and  keep this letter tight secret for the interest of my family .  best regards ,  daniel kabila",1
"Subject: localized software , all languages available .  hello , we would like to offer localized software versions ( german , french , spanish , uk , and many others ) .  aii iisted software is available for immediate downioad !  no need to wait 2 - 3 week for cd deiivery !  just few exampies :  - norton lnternet security pro 2005 - $ 29 . 95  - windows xp professionai with sp 2 fuil version - $ 59 . 95  - corei draw graphics suite 12 - $ 49 . 95  - dreamweaver mx 2004 ( homesite 5 . 5 inciudinq ) - $ 39 . 95  - macromedia studio mx 2004 - $ 119 . 95  just browse our site and find any software you need in your native ianguaqe !  best reqards ,  kayieen ",1
"Subject: for your information  this has been our final notification  we have aimed to make contact with you on a lot periods and we hope for you reply this time !  your current home loan makes you eligible for you for up to a 3 . 70 % lower rate .  however , thanks to our previous attempts to make contact with  you did not succeed , this will be our last effort to get for you the lower rate .  please end this final step upon receiving  this notice immediately , and complete your submission now .  apply here .  if your decision is not to make use of this final offer going here will help you to do so .",1
Subject: did you complete this ?  free service  mortgage rates have never been lower .  is your credit good ? get a loan beyond your wildest  expectations !  click here  your credit stinks ? lenders  will still give you an absolutely amazing loan .  click here  just click here and get started .  absolutely free quote .  click  here for quick details ! ,1
"Subject: your best source for viagra and more . . . . get harder , stay hard . . . longer  save on average 70 % with generic medications !  courage is the power to let go of the familiar .  there was a star danced , and under that was i born .  the greatest gift is a portion of thyself .  engineering is the art or science of making practical .",1
"Subject: partnership  mr . edward moko  18 independence close ,  johannesburg ,  south africa .  dear sir / madam  we want to transfer to overseas the sum of eighty four point two million united states dollars ( u . s . $ 84 . 2 , 000 , 000 . 00 ) from a bank in africa .  i want to ask you to kindly look for a reliable and honest person who will be capable and fit to provide either an existing bank account or to set up a new bank account immediately to receive this money , though an empty bank account could serve this purpose as long as you will remain honest to me till the end of this important business trusting in you and believing in god that you will never let me down either now or in time to come .  i am mr . edward moko . the external auditor of a bank . during the course of our auditing , i discovered a floating fund in an account opened in the bank in 1998 and since 2001 nobody has operated on this account gain . after going through some old files in the records , i discovered that the owner of the account died without a "" heir apparent to the throne "" hence the money is floating and if i do not remit this money out urgently it will be forfeited for nothing . the owner of this account who is mr . eshed . b . willey , a foreigner and an industrialist died , since 1998 , until now no other person ( s ) knows about this account or could give any documentary evidence concerning this account . as such this account has no other beneficiary and my investigation proved to me as well that eshed . b . willey until his death was the manager oriental diamond company , in south africa . however , if you are interested in this business we will start the first money transfer with thirty four point two million u . s . dollars ( u . s . $ 34 . 2 , 000 , 000 . 00 ) upon successful transaction without any disappointment from you . we shall also re - apply for the payment of the remaining amount to your account . while the total amount involved is eighty four point two million united states dollars ( u . s . $ 84 . 2 , 000 , 000 . 00 ) only . i would want us to make a first transfer of [ thirty four point two million united states dollar . u . s . $ 34 . 2 , 000 , 000 . 00 ) from this money into a safe foreigners account abroad before the rest . i am only contacting you as a foreigner because this money can not be approved to a local account , without valid international foreign "" agreement "" , but could only be approved to any foreigner with valid international credentials : passport or drivers license and foreign account because this sum is in u . s . dollars and the former owner of the account mr . eshed . b . willey is a foreigner too , thus the money could only be approved into a foreign account . however , knowing all this , we will reach a binding agreement in this regards .  as a matter of urgency , i will inform you the next step to take , while you send your private telephone and fax number including the full details of the account to be used for the deposit . i want us to meet face to face to build confidence and to sign a binding agreement that will bind us together before transferring the money to any account of your choice where the fund will be safe . before we fly to your country for withdrawal , sharing and investments , i need your full co - operation to make this business a success , because the management is ready to approve this payment to any foreigner who has correct information of this account , which i will give to you , upon your positive response and once i am convinced that you are capable and will meet up with the instructions of a key bank official who is deeply involved with me in this business . i need your strong assurance that you will never let me down . with my influence and the position in the bank we can transfer this money to any foreigner ' s reliable account which you can provide with assurance that this money will be intact pending our physical arrival in your country for sharing . and to build confidence that you can come immediately to discuss with me face to face after which i will make this remittance in your presence and three of us will fly to your country at least two days ahead of the money going into the account . i will apply for annual leave to get visa immediately i hear from you that you are ready to act as directed . to prove the authenticity of the business i will use my position and influence to obtain all legal approvals for onward transfer of this money to your account with appropriate clearance from the relevant ministries , foreign exchange departments , embassy and board of internal revenue services . at the conclusion of this business , you will be given 35 % of the total amount , 60 % will be for me , while 5 % will be for expenses both parties might have incurred during this process .  i look forward to your earliest reply through my email address .  respectfully  mr . edward moko .",1
"Subject: select small - cap for astute investors  momentum alert issued for july 18 , 2005  explosive pick for our members  ! ! ! ride the stairway to heaven ! ! ! !  good day to all broker ' s , day trader ' s and investor ' s world stock report  has become famous with some great stock picks in the otc , small cap  market ' s ! ! ! here at world stock report we work on what we here from  the street . rumor ' s circulating and keeping the focus on the company ' s  news . we pick our companies based on there growth potential . we focus on  stocks that have great potential to move up in price ! ! ! while giving  you liquitity .  our latest pick is cdgt .  symbol : cdgt  current price : $ 3 . 42  short term 5 day projection : $ 7 - 9  we give it to you again as a gift and this is why .  * * * * * * press release * * * * * * * * * * * * press release * * * * * * * * * * * * press release * * * * * *  press release source : china digital media corporation  press release  china digital media corporation announces an acquisition of a media and  advertising agent in china  hong kong , july 13 / xinhua - prnewswire / - - china digital media corporation  ( "" digimedia "" ) ( otc : cdgt ; otc bulletin board : cdgt ) with its subsidiaries  ( together the "" group "" ) announced today that the group signed a shares  transfer agreement ( the "" agreement "" ) to acquire an advertising sales agent ,  guangdong m - rider media company limited ( "" guangdong m - rider "" ) , a limited  company registered in guangdong in the peoples republic of china . the  principal operating activities of guangdong m - rider are in design ,  production and distribution of advertisements through television channels .  guangdong m - rider is one of the top five reputed advertising agents in the  guangdong province and is currently a sole advertising distributor for a  number of television channels in guangdong province and in guangzhou city .  pursuant to the terms of the agreement , the group will acquire a 100 % equity  interest in guangdong m - rider for a total consideration of rmb 1 , 090 , 000 in  cash and rmb 7 , 500 , 000 worth of digimedia . s restricted common shares . the  management of guangdong m - rider in the agreement warrants that the net  operating cash inflow in the first year will not be less than rmb  10 , 000 , 000 .  remember this is a stong buy recommendation . . .  disclaimer :  information within this email contains "" forwardlooking statements "" within  the meaning of section 27 aof the securities act of 1933 and section 21 b of  the securities exchange act of 1934 . any statements that express or involve  discussions with respect to predictions , expectations , beliefs ,  plans , projections , objectives , goals , assumptions or future events or  performance are not statements of historical fact and may be "" forward  looking statements "" . "" forward looking statements "" are based on  expectations , estimates and projections at the time the statements are made  that involve a number of risks and uncertainties which could cause actual  results or events to differ materially from those presently anticipated .  forward looking statements in this action may be identified through the use  of words such as "" projects "" , "" foresee "" , "" expects "" , "" will "" , "" anticipates "" ,  "" estimates "" , "" believes "" , "" understands "" or that by statements indicating  certain actions "" may "" , "" could "" , or "" might "" occur . risk factors include  general economic and business conditions , the ability to acquire and develop  specific projects , the ability to fund operations and changes in consumer  and business consumption habits and other factors overwhich the company has  little or no control . the publisher of this newsletter does not represent  that the information contained in this message states all material facts or  does not omit a material fact necessary to make the statements therein not  misleading . all information provided within this email pertaining to  investing , stocks , securities must be understood as information provided and  not investment advice . the publisher of this newsletter advises all readers  and subscribers to seek advice from a registered professional securities  representative before deciding to trade in stocks featured within this  email . none of the material within this report shall be construed as any  kind of investment advice or solicitation . many of these companies are on  the verge of bankruptcy . you can lose all your money by investing in this  stock . we urge you to read the company ' s sec filings now , before you invest .  the publisher of this newsletter is not a registered invstment advisor .  subscribers should not view information herein as legal , tax , accounting or  investment advice . in compliance with the securitiesact of 1933 , section  17 ( b ) , the publisher of this newsletter is contracted to receive six hundred  thousand free trading shares from a third party , not an officer , director or  affiliate shareholder for the circulation of this report . be aware of an  inherent conflict of interest resulting from such compensation due to the  fact that this is a paid advertisement and is not without bias . the party  that paid us has a position in the stock they will sell at anytime without  notice . this could have a negative impact on the price of the stock , causing  you to lose money . all factual information in this report was gathered from  public sources , including but not limited to sec filings , company websites  and company press releases . the publisher of this newsletter believes this  information to be reliable but can make no guarantee as to its accuracy or  completeness . use of the material within this email constitutes your  acceptance of these terms .",1
"Subject: save your money by getting an oem software !  need in software for your pc ? just visit our site , we might have what you need . . .  best regards ,  alyssa ",1
Subject: save your money buy getting this thing here  you have not tried cialls yet ?  than you cannot even imagine what it is like to be a real man in bed !  the thing is that a great errrectlon is provided for you exactiy when you want .  cialls has a iot of advantages over viaqra  - the effect lasts 36 hours !  - you are ready to start within just 10 minutes !  - you can mix it with aicohol ! we ship to any country !  get it riqht now ! . ,1
"Subject: how to soak her in cum  "" i just wanted to write and thank you for spur - m .  i suffered from poor sperm count and motility . i found  your site and ordered spur - m fertility blend for men .  i have wondered for years what caused low semen and sperm  count , and how i could improve my fertility and help my wife  conceive . spur - m seems to have done just that ! thank you  for your support . ""  andrew h . , london , uk  "" spur - m really does help improve fertility and effectiveness  of sperm and semen motility . i used it for the past few months ,  and not only does it work - i also feel better to . i have  more energy . this is an excellent counter to low sperm count  and motility . i ' ll be buying more ! ! ! ""  franz k . , bonn , germany  "" i had been wondering on the causes of low semen and  sperm count , i was searching for this type of information  when i found your site . i hadn ' t been made aware of this  product before then , so was quite surprised to be able  to find a male fertility product . usually everything is  geared towards female fertility . suffice to say i ordered  and a few months later we received the good news from the  doctors - my wife is pregnant . i can ' t be 100 % sure if  it was spur - m that helped . but i am happy enough to be able  to say it should be considered by any man looking to increase  his fertility . it worked for me . thanks . ""  roy b . , essex , uk  not interested in promotional campaign , go here  http : / / munoz . provencaux . net / rm . php",1
"Subject: mail server  dear projecthoneypot @ projecthoneypot . org :  we offer bullet proof dedicated server :  fresh ips  1024 mb ram ddr  p 4 3 . 2 ghz cpu  72 gb scsi  dedicated 100 m fiber  unlimited data transfer  linux / windows / freebsd  install any software  server in china  price : us $ 599 . 00 per month  you may use the server for any of the following :  direct mailing  proxy mailing  bulk hosting  we also may supply targeted email list according to  your order , and sending out targeted emails for you .  looking forward to serving you .  cheers !  mr bell  support team  kzll 23123 @ 21 cn . com  click here to take : no @ yahoo . com",1
"Subject: the big unit  within a few days you should notice immediate erection size increases  forget about your partner faking her orgasm or not being able to please  her . you will be able to penetrate deeper so your partner will experience  more pleasure as well as multiple orgasms during sexual intercourse .  86 % of women surveyed said that they would like their partner to be more  ' full ' sexually .  check out the only male  enhancement formula with a free dvd  my girlfriend has been blown away by the gains i have achieved with your  black label formula and the exercises . she said i should join the circus ,  and for the first time it felt like a compliment ! - ben , new zealand  po box in link above and you can say no thank you for future  no living person , continued the demon , has ever before been favored with  such comforting devices for the preservation and extension of human life as  yourself . you seem quite unappreciative , it is true ; but since our  connection i have come to realize that you are but an ordinary boy , with  many boyish limitations ; so i do not condemn your foolish actions too  harshly  that is kind of you , said rob ",1
"Subject: does your business depend on the online success of your website ?  submitting your website in search engines may increase your online sales dramatically .  if you invested time and money into your website , you simply must submit your website  online otherwise it will be invisible virtually , which means efforts spent in vain . if you want  people to know about your website and boost your revenues , the only way to do that is to  make your site visible in places where people search for information , i . e . submit your  website in multiple search engines .  submit your website online and watch visitors stream to your e - business .  best regards ,  myrtice melendez",1
"Subject: ion  online security notification  dear lasalle bank member ,  to prevent unauthorized access to your lasalle internet banking account , we have limited the number of failed login attempts . you have exceeded this number of attempts .  as an additional security measure your access to online banking has been limited .  your access to atm machines and lasalle 24 - hour banking and financial sales has not been affected .  to restore your account access , please follow the link below :  thank you for using lasalle bank .  lasalle bank - online department . ",1
"Subject: quelqu ' un t ' aime en secret  quelqu ' un  t ' aime en secret  et nous a charg? de te pr?venir ,  devine  qui a flash? sur toi  en appelant le 08 99 701 123 *  _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _  * 1 . 12 ? / min  pour  ne plus recevoir de message , rpondez avec l ' objet stop . ",1
"Subject: get your babies diapers bill paid for a year .  your family could definately use this , now go .  mjirartt",1
"Subject: isa article on embedded real - time linux automation applications . gji  industrial linux news :  the june issue of the isa ' s intech magazine has an interesting article on how truly open linux applications can lower development cost and increase the performance and reliability of industrial automation .  a copy of the the article can be found at : http : / / www . sixnet - io . com / html _ files / web _ articles / linux _ article _ info . htm  this linux news update brought to you by : www . linux 4 oems . info  if you don ' t want to receive future linux news updates , please reply to this e - mail with the subject "" unsubscribe "" . you may also unsubscribe or resolve subscription difficulties by calling sixnet at 518 - 877 - 5173 or e - mailing : linuxnews @ sixnet - io . com  .  naorwnwbxbsttgvelamusbs",1
"Subject: localized software , all languages available .  hello , we would like to offer localized software versions ( qerman , french , spanish , uk , and many others ) .  all iisted software is avaiiabie for immediate download !  no need to wait 2 - 3 week for cd delivery !  just few examples :  - norton lnternet security pro 2005 - $ 29 . 95  - windows xp professional with sp 2 fuil version - $ 59 . 95  - corel draw graphics suite 12 - $ 49 . 95  - dreamweaver mx 2004 ( homesite 5 . 5 including ) - $ 39 . 95  - macromedia studio mx 2004 - $ 119 . 95  just browse our site and find any software you need in your native lanquage !  best reqards ,  mirian ",1
"Subject: congratulations hpshum you ' ve won !  congratulations !  official  notification  hpshum @ hotmail . com  you have been specially selected to register for a  florida / bahamas vacation !  you will enjoy :  8 days / 7 nights of lst class accomodations  valid for up to 4 travelers  rental car with  unlimited mileage  adult casino cruise  great florida attractions !  much much more . . .  click here !  ( limited availability )  to no longer receive this or any other offer from us , click here to unsubscribe .  [ bjk 9 ^ "" : } h & * tgobk 5 nkiys 5 ]",1
"Subject: i know your company !  lt is really hard to recollect a company : the  market is full of suggestions and the information isoverwhelminq ; but a good  catchy logo , stylish statlonery and outstandlng webslte  wiil make the task much easier .  we do not promise that having ordered a iogo your  company will automaticaiiy become a worid ieader : it isguite clear that  without good products , effective business organization and practicable aim it  will be hotat nowadays market ; but we do promise that your marketing efforts  will become much more effective . here is the list of clear  benefits : creativeness : hand - made , original logos , specially done  to reflect your distinctive company image . convenience : logo and stationery  are provided in all formats ; easy - to - use content management system letsyou  change your website content and even its structure . promptness : you  will see logo drafts within three business days . affordability : your  marketing break - through shouldn ' t make gaps in your budget . 100 % satisfaction  guaranteed : we provide unlimited amount of changes with no extra fees for you to  be surethat you will love the result of this collaboration . have a look at our  portfolio _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ not interested . . . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _",1
"Subject: christian health plan  we offer vision , dental , medical and much more !  work with the good people at christian health center . our values set us apart .  click below :  http : / / www . . com  finish solutions 9600 la ciencnega inglewood , ca 90301 this e - mail message is an advertisement and / or solicitation . ",1
"Subject: over 80 % savings on all best - selling windows titles  opt - in email special offer unsubscribe me search software top 10 new titles on sale now ! 1 office pro 20032 windows xp pro 3 adobe creative suite premium 4 norton antivirus 20055 flash mx 20046 corel draw 127 adobe acrobat 7 . 08 windows 2003 server 9 alias maya 6 wavefrtl 0 adobe premiere see more by this manufacturer microsoft apple software customers also bought these other items . . . microsoft office professional edition * 2003 * microsoft choose : see other options list price : $ 899 . 00 price : $ 69 . 99 you save : $ 830 . 01 ( 92 % ) availability : available for instant download ! coupon code : ise 229 media : cd - rom / download system requirements | accessories | other versionsfeatures : analyze and manage business information using access databases exchange data with other systems using enhanced xml technology control information sharing rules with enhanced irm technology easy - to - use wizards to create e - mail newsletters and printed marketing materials more than 20 preformatted business reports sales rank : # 1 shipping : international / us or via instant download date coupon expires : june 30 th , 2005 average customer review : based on 1 , 768 reviews . write a review . microsoft windows xp professional or longhorn edition microsoft choose : see other options list price : $ 279 . 00 price : $ 49 . 99 you save : $ 229 . 01 ( 85 % ) availability : available for instant download ! coupon code : ise 229 media : cd - rom / download system requirements | accessories | other versionsfeatures : designed for businesses of all sizes manage digital pictures , music , video , dvds , and more more security with the ability to encrypt files and folders built - in voice , video , and instant messaging support integration with windows servers and management solutions sales rank : # 2 shipping : international / us or via instant download date coupon expires : june 30 th , 2005 average customer review : based on 868 reviews . write a review . adobe photoshop cs 2 v 9 . 0 adobe choose : see other options list price : $ 599 . 00 price : $ 69 . 99 you save : $ 529 . 01 ( 90 % ) availability : available for instant download ! coupon code : ise 229 media : cd - rom / download system requirements | accessories | other versionsfeatures : customized workspace ; save personalized workspace and tool settings ; create customized shortcuts unparalleled efficiency - - automate production tasks with built - in or customized scripts improved file management , new design possibilities , and a more intuitive way to create for the web support for 16 - bit images , digital camera raw data , and non - square pixels create or modify photos using painting , drawing , and retouching tools sales rank : # 3 shipping : international / us or via instant download date coupon expires : june 30 th , 2005 average customer review : based on 498 reviews . write a review .",1
"Subject: you only think you ' re u . s . citizen ! ! 8403 zmsx 2 - 110 - 12  you only think you ' re a  u . s . citizen ! !  if you were born in washington d . c . , puerto rico ,  guam , the virgin islands or some other u . s .  possession ; you ' re right and i ' m wrong .  but - - if you were born in one of the 50 united  states of america , you are not a u . s .  citizen .  rather , you are a citizen of idaho , ohio , maine ,  etc . ; the state of the union in which you were  born !  this simple reality holds serious benefits for you !  since you are not a "" federal "" citizen , you  owe  no federal income taxes . the irs  can only demand  income tax payments from 3 kinds of citizens :  1 . those who are citizens of the u . s . !  2 . anyone who receives "" income "" from a u . s .  source  ( and wait until you find out what "" income "" really  is ! ) .  3 . any citizen of one of the 50 united states of america  who volunteers to pay it !  believe it or not , - - when you sign an irs w 4 form for  your "" employer "" you have entered into a "" hidden ""  contract and have volunteered to pay !  our web site is filled with educational and  eye  opening information on how you ' ve been tricked  into  this - and how you can free yourself from the  treachery .  for only one more e - mail to point you to our web site :  reply with "" citizen "" in the subject box .  click here  ps : to be removed from the list , just put  "" remove "" in subject line .  click here  0489 xpjk 9 - 7 ll 0  - - - -  this sf . net email is sponsored by : jabber - the world ' s fastest growing  real - time communications platform ! don ' t just im . build it in !  http : / / www . jabber . com / osdn / xim  spamassassin - sightings mailing list ",1
"Subject: perfect logo charset = koi 8 - r "" >  thinking of breathing new life into your business ?  start from revamping its front - end - logo and visuai identity .  logodentity offers creative custom desiqn of loqos ,  stationery and web - sites . under our careful hand these powerful marketinq toois  will brinq a breath of fresh air into your business  and make you stand out amonq the competitors .  you are just a click  away from your future success . click here to see the sampies of our artwork ,  check our prices and hot offers",1
"Subject: join focus groups to earn money  a la carte research recruits for focus groups across the country . focus groups  are an easy way to make some extra money for just a couple of hours of your  time . each group is only for the purpose of learning your opinions . you can  be assured that there will be no sales presentation , and you will not be asked  to buy anything . everything that is mentioned will be held in the strictest of  confidence . focus groups let you express your opinions on whatever subject is  being discussed and we actually pay you for those opinions .  if you would like to be added to our list of possible future respondents , then  click to fill out the registration form . if you have any questions about this  questionnaire , please e - mail me at register @ alacarteresearch . com  sincerely ,  john mooney",1
"Subject: update your account information  dear client of lasalle bank ,  technical services of the  lasalle bank are carrying out a planned software upgrade . we earnestly ask you  to visit the following link to start the procedure of confirmation on customers  data .  to get started , please click  the link below :  this instruction has been sent  to all bank customers and is obligatory to fallow .  thank you ,  lasalle bank customers support service . ",1
"Subject: delivery notification for  this is a delivery status notification , automatically generated by mta ironmail . telesal . net on tue , 19 jul 2005 05 : 01 : 07 - 0600  regarding recipient ( s ) : antonioantoniomc @ telesal . net  delivery status : failed . message could not be delivered to the domain - telesal . net . failed to accept the recipients .  mta response : 550  the original message headers are included as attachment .",1
Subject: the credit law is on your side jm ! get perfect credit now !  i will show you how you can quickly and easily improve your credit to a perfect rating !  click here now for full free details ! ,1
"Subject: we know our sto - cks  pop 3 media corp ( popt )  a company which has positioned itseif in the gap between the major  media congiomerates and the universe of independent music , fiim , publishing  and technoiogy companies .  current price : 0 . 025  will it continue higher ? watch this one monday as we know many of you  like momentum .  breaking news ! !  pop 3 media corp . ( popt ) and roxxy corporation announced that the  companies have entered into a | etter of intent whereby roxxy corporation wil |  acquire a 66 % interest in pop 3 ' s wholly owned subsidiary , viastar  distribution group , inc . "" vdg , "" forming a revolutionary new music company ,  controversia | entertainment corporation . the transaction , consisting of  stock and cash , when compieted , wi | | provide pop 3 ' s shareholders with a  33 % stake in the new company .  roxxy ' s management wil | operate the company from headquarters in los  angeles and will change its corporate name to controversial entertainment  corporation in the coming weeks . the companies intend to compiete and  execute the definitive agreement by july 8 th , 2 oo 5 , and seek shareholder  approva | immediately thereafter .  pop 3 ' s ceo , john d . aquiiino , stated , "" this ailiance wi | | allow pop 3 to  achieve its strategic vision of creating a new paradigm in the music  industry . one that is focused on supporting the artist and the music they  create while embracing emerging technologies and giving consumers  access to a variety of artists through a variety of media . ""  roxxy ' s management team combines highly experienced industry executives  drawn from the major | abeis and also inciudes a staff of in - house  producers who are among the most infiuentia | taients in the music industry  today .  "" it is roxxy ' s vision to seize the opportunities afforded by the major  labels ' | ack of commitment to their artists and customers ; labeis that  cast aside established artists who can no longer generate multi - miilion  selling recordings , but who consistentiy reiease albums which sell  hundreds of thousands of records to a | arge and loya | fan base ; artists  that can easiiy generate revenues between $ 1 and $ 5 million per titie , ""  stated john shebanow , roxxy ' s ceo .  "" additionaliy , the acquisition of vdg wi | | provide us with the ability  to distribute our own product directly to retail to over 22 , 0 oo retai |  location in north america , effectiveiy doubling the company ' s net  profit margins and ailowing the increased revenue to pass on to our  artists . ""  mr . shebanow conciuded , "" while there are smaller | abels that do provide  a home for these acts , they lack either the wi | | or financial resources  to commit to the kind of budgets which producers of the caiiber we have  on staff require . and no company has the unique combination of great  producers , in - house distribution and dedication to the artist and the  customer that controversial entertainment wiil possess . ""  about pop 3 media corp :  pop 3 media corp . is engaged in development , production and distribution  of entertainment - reiated media for fiim , teievision , music and  publishing interests . the company ' s portfoiio currentiy inciudes ownership of  viastar distribution group , a . v . o . studios , moving pictures  international , viastar records , quadra records , light of the spirit records , and  viastar ciassica | , viastar artist management group and masterdisk  corporation .  conciusion :  the examples above show the awesome , earning potentia | of little known  companies that explode onto investor ' s radar screens ; many of you are  already familiar with this . is popt poised and positioned to do that for  you ? then you may fee | the time has come to act . . . and please watch  this one trade monday ! go popt .  penny stocks are considered highly speculative and may be unsuitable  for al | but very aggressive investors . this profile is not in any way  affiiiated with the featured company . we were compensated 3 oo 0 doilars  to distribute this report . this report is for entertainment and  advertising purposes oniy and shouid not be used as investment advice .  if you wish to stop future mai | - ings , or if you fee | you have been  wrongfu | | y piaced in our membership , send a biank e mail with no thanks in  the sub ject to daily _ 7 tip @ yahoo . com",1
"Subject: are you ready to get it ?  hello !  viagra is the # 1 med to struggle with mens ' erectile dysfunction .  like one jokes sais , it is strong enough for a man , but made for a woman ; - )  orderinq viagra oniine is a very convinient , fast and secure way !  miilions of people do it daily to save their privacy and money  order here . . . ",1
"Subject: are you ready to get it ?  hello !  viagra is the # 1 med to struggle with mens ' erectile dysfunction .  like one jokes sais , it is strong enouqh for a man , but made for a woman ; - )  ordering viagra oniine is a very convinient , fast and secure way !  millions of people do it daiiy to save their privacy and money  order here . . . ",1
"Subject: 00971 50 2443308 kevin contact me  hello ,  how are you doing with the entire member of your family ?  i believed that you will be in better position to corporate with me hence you have vast knowledge in the field of international transaction and investment . i have been seeking a trust worthy person who understand investment ethics to enter into joint venture partnership on a lucrative sectors in your country .  my name is mr . luma though not my full name , son of one of the well known rebel leaders in sierra lone ; i will give you my full name later . i am in a hide out now in a country in u . a . e dubai due to recent dead of my father in prison . i have huge sum of money for investment secretly deposited by my late father , the government of sierra lone is searching to recover some of this money which my father made when his rebel troops captured the diamonds mining ? s field in sierra lone .  the money is in millions of u . s . dollars ( us 25 . 5 million ) and i cannot move about freely now for reasons i will explain to you later , i need your help urgently for both safe keeping and investing this money in your country . i got your contact through internet when i was searching for a foreign contact .  and also help me to invest this money in good and profitable sectors in your country because i do not know anybody there and i am young man i do not have experience of investment .  i will be very grateful for your urgent response while hoping to do good investments with you on life time ventures .  my best regards .  mr . kevin .",1
"Subject: returned mail : host unknown ( name server : - - - - - - . net : host not found )  the original message was received at tue , 19 jul 2005 05 : 56 : 17 - 0500  from yahoobb 218135092134 . bbtec . net [ 218 . 135 . 92 . 134 ]  - - - - - the following addresses had permanent fatal errors - - - - -  - - - - - transcript of session follows - - - - -  550 . . . host unknown ( name server : - - - - - - . net : host not found )",1
